Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;I//PP//case//3 tidigare//AB|KOM//advmod//2 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 förhandsbesked//NN|NEU|SIN|IND|NOM//obl//12 från//PP//case//5 2003//RG|NOM//nmod//3 av//PP//case//7 Skatterättsnämnden//PM|NOM//nmod//5 om//PP//case//9 restaurangtjänster//NN|UTR|PLU|IND|NOM//nmod//7 ///MID//cc//11 livsmedel//NN|NEU|PLU|IND|NOM//conj//9 hänvisades//VB|PRT|SFO//ROOT//12 till//PP//case//15 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 regler//NN|UTR|PLU|IND|NOM//obl//12 i//PP//case//17 EG-rätten//NN|UTR|SIN|DEF|NOM//nmod//15 och//KN//cc//21 till//PP//case//21 EG-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 praxis//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//12
Vissa EG-relaterade frågor ;Enligt//PP//case//26 det//DT|NEU|SIN|DEF//det//26 sjätte//RO|NOM//amod//26 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//obl//27 regleras//VB|PRS|SFO//parataxis//12 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 om//PP//mark//32 ett//DT|NEU|SIN|IND//det//31 tillhandahållande//NN|NEU|SIN|IND|NOM//nsubj//32 utgör//VB|PRS|AKT//advcl//27 leverans//NN|UTR|SIN|IND|NOM//obj//32 av//PP//case//35 vara//NN|UTR|SIN|IND|NOM//nmod//33 eller//KN//cc//37 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//35 av//PP//case//40 en//DT|UTR|SIN|IND//det//40 tjänst//NN|UTR|SIN|IND|NOM//nmod//35 i//PP//case//43 artikel//NN|UTR|SIN|IND|NOM//nmod//43 5//RG|NOM//obl//32 respektive//AB//cc//43 artikel//NN|UTR|SIN|IND|NOM//nmod//46 6//RG|NOM//nummod//43 .//MAD//punct//12
Vissa EG-relaterade frågor ;På//PP//case//50 samma//DT|UTR/NEU|SIN/PLU|IND//amod//50 sätt//NN|NEU|SIN|IND|NOM//obl//54 som//KN//mark//53 i//PP//case//53 ML//PM|NOM//acl//50 finns//VB|PRS|SFO//conj//12 en//DT|UTR|SIN|IND//det//56 uppräkning//NN|UTR|SIN|IND|NOM//nsubj//54 av//PP//case//58 varor//NN|UTR|PLU|IND|NOM//nmod//56 i//PP//case//61 artikel//NN|UTR|SIN|IND|NOM//nmod//61 5//RG|NOM//nmod//56 medan//SN//mark//67 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 i//PP//case//66 artikel//NN|UTR|SIN|IND|NOM//nmod//66 6//RG|NOM//obl//67 konstateras//VB|PRS|SFO//acl:relcl//56 att//SN//mark//73 med//PP//mark//70 tillhandahållande//NN|NEU|SIN|IND|NOM//advcl//73 av//PP//case//72 tjänster//NN|UTR|PLU|IND|NOM//nmod//70 avses//VB|PRS|SFO//advcl//67 varje//DT|UTR/NEU|SIN|IND//det//75 transaktion//NN|UTR|SIN|IND|NOM//obj//73 som//HP|-|-|-//nsubj//78 inte//AB//advmod//78 utgör//VB|PRS|AKT//acl:relcl//75 leverans//NN|UTR|SIN|IND|NOM//obj//78 av//PP//case//81 varor//NN|UTR|PLU|IND|NOM//nmod//79 i//PP//case//84 den//DT|UTR|SIN|DEF//det//84 betydelse//NN|UTR|SIN|IND|NOM//obl//78 som//HP|-|-|-//nsubj:pass//86 avses//VB|PRS|SFO//acl:relcl//84 i//PP//case//89 artikel//NN|UTR|SIN|IND|NOM//nmod//89 5//RG|NOM//obl//86 .//MAD//punct//12
Vissa EG-relaterade frågor ;I//PP//case//3 EG-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 mål//NN|NEU|SIN|IND|NOM//nmod//3 C-231/94//RG|NOM//obl//10 (//PAD//punct//5 FaaborgGelting//PM|NOM//appos//3 )//PAD//punct//5 var//VB|PRT|AKT//cop//10 en//DT|UTR|SIN|IND//det//10 central//JJ|POS|UTR|SIN|IND|NOM//amod//10 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//19 om//PP//case//13 viss//JJ|POS|UTR|SIN|IND|NOM//amod//13 typ//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 tillhandhållande//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//17 mat//NN|UTR|SIN|IND|NOM//nmod//15 skulle//VB|PRT|AKT//aux//19 betraktas//VB|INF|SFO//ROOT//19 som//KN//mark//21 leverans//NN|UTR|SIN|IND|NOM//xcomp//19 av//PP//case//23 varor//NN|UTR|PLU|IND|NOM//nmod//21 eller//KN//cc//26 som//KN//mark//26 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//21 av//PP//case//28 tjänster//NN|UTR|PLU|IND|NOM//obl//26 .//MAD//punct//19
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//31 uttalade//VB|PRT|AKT//parataxis//19 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//31 i//PP//case//35 p.//NN|UTR|SIN|IND|NOM//nmod//35 12–14//RG|NOM//nmod//32 ://MAD//punct//31
Vissa EG-relaterade frågor ;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 huruvida//SN//mark//8 transaktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//8 av//PP//case//6 visst//AB//amod//6 bestämt//PC|PRF|NEU|SIN|IND|NOM//amod//6 slag//NN|NEU|SIN|IND|NOM//nmod//2 skall//VB|PRS|AKT//aux//8 betraktas//VB|INF|SFO//acl:relcl//0 som//KN//mark//10 leverans//NN|UTR|SIN|IND|NOM//xcomp//8 av//PP//case//12 varor//NN|UTR|PLU|IND|NOM//nmod//10 eller//KN//cc//15 som//KN//mark//15 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//10 av//PP//case//17 tjänster//NN|UTR|PLU|IND|NOM//nmod//15 skall//VB|PRS|AKT//aux//19 besvaras//VB|INF|SFO//ROOT//19 utifrån//PP//case//23 en//DT|UTR|SIN|IND//det//23 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//23 bedömning//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 omständigheter//NN|UTR|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//28 kännetecknar//VB|PRS|AKT//acl:relcl//26 transaktionerna//NN|UTR|PLU|DEF|NOM//obj//28 i//PP//case//31 fråga//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//19
Vissa EG-relaterade frågor ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avseende//NN|NEU|SIN|IND|NOM//obl//4 kan//VB|PRS|AKT//aux//4 anmärkas//VB|INF|SFO//ROOT//4 att//SN//mark//6 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//4 av//PP//case//9 lagad//PC|PRF|UTR|SIN|IND|NOM//amod//9 mat//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//11 drycker//NN|UTR|PLU|IND|NOM//conj//9 för//PP//case//14 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//14 konsumtion//NN|UTR|SIN|IND|NOM//nmod//11 är//VB|PRS|AKT//cop//16 resultatet//NN|NEU|SIN|DEF|NOM//obj//4 av//PP//case//20 en//DT|UTR|SIN|IND//det//19 serie//NN|UTR|SIN|IND|NOM//amod//20 tjänster//NN|UTR|PLU|IND|NOM//nmod//16 alltifrån//PP//case//22 tillagningen//NN|UTR|SIN|DEF|NOM//nmod//20 av//PP//case//24 maten//NN|UTR|SIN|DEF|NOM//nmod//22 till//PP//case//28 det//DT|NEU|SIN|DEF//det//28 fysiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 överlämnandet//NN|NEU|SIN|DEF|NOM//nmod//22 av//PP//case//30 denna//PN|UTR|SIN|DEF|SUB/OBJ//nmod//28 på//PP//case//33 en//DT|UTR|SIN|IND//det//33 tallrik//NN|UTR|SIN|IND|NOM//nmod//30 eller//KN//cc//35 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//33 .//MAD//punct//16
Vissa EG-relaterade frågor ;Samtidigt//AB//advmod//38 ställs//VB|PRS|SFO//advcl//4 en//DT|UTR|SIN|IND//det//41 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//38 till//PP//case//44 gästens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 förfogande//NN|NEU|SIN|IND|NOM//nmod//41 ,//MID//punct//47 vilken//HP|UTR|SIN|IND//nsubj//47 består//VB|PRS|AKT//acl:relcl//38 av//PP//case//50 både//KN//cc//50 matsal//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//52 biutrymmen//NN|NEU|PLU|IND|NOM//conj//50 (//PAD//punct//47 garderob//NN|UTR|SIN|IND|NOM//parataxis//47 med//PP//case//56 mera//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//54 )//PAD//punct//54 samt//KN//cc//59 möbler//NN|UTR|PLU|IND|NOM//conj//54 och//KN//cc//61 porslin//NN|NEU|PLU|IND|NOM//conj//59 .//MAD//punct//47
Vissa EG-relaterade frågor ;I//PP//case//65 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 fall//NN|NEU|PLU|IND|NOM//obl//66 dukar//VB|PRS|AKT//parataxis//38 serveringspersonal//NN|UTR|SIN|IND|NOM//nsubj//66 borden//NN|NEU|PLU|DEF|NOM//obj//66 ,//MID//punct//70 ger//VB|PRS|AKT//conj//38 gästen//NN|UTR|SIN|DEF|NOM//iobj//70 råd//NN|NEU|PLU|IND|NOM//obj//70 och//KN//cc//74 upplysningar//NN|UTR|PLU|IND|NOM//conj//72 om//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 maträtter//NN|UTR|PLU|IND|NOM//nmod//74 och//KN//cc//79 drycker//NN|UTR|PLU|IND|NOM//conj//77 som//HP|-|-|-//nsubj:pass//81 erbjuds//VB|PRS|SFO//acl:relcl//74 ,//MID//punct//70 serverar//VB|PRS|AKT//conj//38 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//83 vid//PP//case//86 bordet//NN|NEU|SIN|DEF|NOM//obl//83 och//KN//cc//88 dukar//NN|UTR|PLU|IND|NOM//conj//83 av//PP//case//90 bordet//NN|NEU|SIN|DEF|NOM//obl//88 efter//PP//case//92 måltiden//NN|UTR|SIN|DEF|NOM//nmod//90 .//MAD//punct//4
Vissa EG-relaterade frågor ;Restaurangverksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 kännetecknas//VB|PRS|SFO//ROOT//1 således//AB//advmod//1 av//PP//case//6 ett//DT|NEU|SIN|IND//det//5 knippe//NN|NEU|SIN|IND|NOM//nmod//6 element//NN|NEU|PLU|IND|NOM//obl:agent//1 och//KN//cc//8 handlingar//NN|UTR|PLU|IND|NOM//conj//6 där//HA//advmod//14 leveransen//NN|UTR|SIN|DEF|NOM//nsubj//14 av//PP//case//12 maten//NN|UTR|SIN|DEF|NOM//nmod//10 endast//AB//advmod//14 utgör//VB|PRS|AKT//acl:relcl//8 en//DT|UTR|SIN|IND//det//16 del//NN|UTR|SIN|IND|NOM//obj//14 och//KN//cc//20 där//HA//advmod//20 tjänsterna//NN|UTR|PLU|DEF|NOM//nsubj//20 utgör//VB|PRS|AKT//conj//14 den//DT|UTR|SIN|DEF//det//23 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 delen//NN|UTR|SIN|DEF|NOM//obj//20 .//MAD//punct//1
Vissa EG-relaterade frågor ;Ifrågavarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 transaktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//29 bör//VB|PRS|AKT//aux//29 följaktligen//AB//advmod//29 betraktas//VB|INF|SFO//parataxis//1 som//KN//mark//32 ett//DT|NEU|SIN|IND//det//32 tillhandahållande//NN|NEU|SIN|IND|NOM//xcomp//29 av//PP//case//34 tjänster//NN|UTR|PLU|IND|NOM//nmod//32 i//PP//case//37 den//DT|UTR|SIN|DEF//det//37 mening//NN|UTR|SIN|IND|NOM//nmod//34 som//HP|-|-|-//nsubj:pass//39 avses//VB|PRS|SFO//acl:relcl//37 i//PP//case//42 artikel//NN|UTR|SIN|IND|NOM//nmod//42 6.1//RG|NOM//obl//39 i//PP//case//45 sjätte//RO|NOM//amod//45 direktivet//NN|NEU|SIN|DEF|NOM//nmod//42 .//MAD//punct//1
Vissa EG-relaterade frågor ;Utfallet//NN|NEU|SIN|DEF|NOM//nsubj//48 blir//VB|PRS|AKT//parataxis//1 i//PP//case//50 gengäld//NN|UTR|SIN|IND|NOM//obl//48 ett//DT|NEU|SIN|IND//det//52 annat//JJ|POS|NEU|SIN|IND|NOM//xcomp//48 om//SN//mark//55 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//55 avser//VB|PRS|AKT//advcl//48 livsmedel//NN|NEU|SIN|IND|NOM//obj//55 ”//PAD//punct//48 för//PP//case//59 avhämtning//NN|UTR|SIN|IND|NOM//obl//48 ”//PAD//punct//48 och//KN//cc//64 inte//AB//advmod//64 är//VB|PRS|AKT//cop//64 förenad//PC|PRF|UTR|SIN|IND|NOM//conj//48 med//PP//case//66 tjänster//NN|UTR|PLU|IND|NOM//obl//64 som//HP|-|-|-//nsubj//68 har//VB|PRS|AKT//acl:relcl//66 till//PP//case//70 ändamål//NN|NEU|SIN|IND|NOM//obl//68 att//IE//mark//72 möjliggöra//VB|INF|AKT//xcomp//68 en//DT|UTR|SIN|IND//det//75 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//75 konsumtion//NN|UTR|SIN|IND|NOM//obj//72 på//PP//case//79 därför//AB//advmod//78 avsedd//PC|PRF|UTR|SIN|IND|NOM//amod//79 plats//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//48
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 kan//VB|PRS|AKT//aux//2 noteras//VB|INF|SFO//ROOT//2 att//SN//mark//11 frågeställningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 om//PP//case//7 en//DT|UTR|SIN|IND//det//7 transaktion//NN|UTR|SIN|IND|NOM//nmod//4 i//PP//case//9 momshänseende//NN|NEU|SIN|IND|NOM//nmod//7 skall//VB|PRS|AKT//aux//11 betraktas//VB|INF|SFO//ccomp//2 som//KN//case//14 en//DT|UTR|SIN|IND//det//14 leverans//NN|UTR|SIN|IND|NOM//xcomp//11 av//PP//case//16 vara//NN|UTR|SIN|IND|NOM//nmod//14 eller//KN//cc//18 tillhandhållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//16 av//PP//case//20 tjänst//NN|UTR|SIN|IND|NOM//nmod//16 har//VB|PRS|AKT//conj//2 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 beröring//NN|UTR|SIN|IND|NOM//obj//21 med//PP//case//27 den//DT|UTR|SIN|DEF//det//27 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 diskussionen//NN|UTR|SIN|DEF|NOM//obl//21 om//PP//mark//34 huruvida//SN//mark//34 delningsprincipen//NN|UTR|SIN|DEF|NOM//nsubj:pass//34 eller//KN//cc//32 huvudsaklighetsprincipen//NN|UTR|SIN|DEF|NOM//conj//30 skall//VB|PRS|AKT//aux//34 tillämpas//VB|INF|SFO//acl//27 .//MAD//punct//2
Vissa EG-relaterade frågor ;I//PP//case//38 sistnämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 rättsfall//NN|NEU|PLU|IND|NOM//obl//42 vore//VB|KON|PRT|AKT//cop//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 även//AB//advmod//42 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//IE//mark//44 diskutera//VB|INF|AKT//csubj//42 frågeställningen//NN|UTR|SIN|DEF|NOM//obj//44 utifrån//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 principer//NN|UTR|PLU|IND|NOM//nmod//45 som//HP|-|-|-//nsubj:pass//51 numera//AB//advmod//51 uppställts//VB|SUP|SFO//acl:relcl//48 genom//PP//case//53 CPP//PM|NOM//obl//51 .//MAD//punct//42
Vissa EG-relaterade frågor ;I//PP//case//56 CPP//PM|NOM//obl//57 gjordes//VB|PRT|SFO//conj//2 också//AB//advmod//57 en//DT|UTR|SIN|IND//det//60 hänvisning//NN|UTR|SIN|IND|NOM//nsubj:pass//57 till//PP//case//63 Faaborg-Gelting//PM|NOM//nmod//63 Linien//PM|NOM//nmod//60 .//MAD//punct//57
Vissa EG-relaterade frågor ;I//PP//case//1 målet//NN|NEU|SIN|DEF|NOM//obl//2 C-139/84//KN//obl//7 Van//PM|NOM//det//6 Dijks//PM|GEN//flat:name//3 Boekhuis//PM|NOM//flat//3 BV//PM|NOM//nsubj//2 uppkom//VB|PRT|AKT//advcl//121 frågan//NN|UTR|SIN|DEF|NOM//obj//7 hur//HA//advmod//16 en//DT|UTR|SIN|IND//det//11 restaurering//NN|UTR|SIN|IND|NOM//nsubj:pass//16 av//PP//case//14 en//DT|UTR|SIN|IND//det//14 bok//NN|UTR|SIN|IND|NOM//nmod//11 skulle//VB|PRT|AKT//aux//16 bedömas//VB|INF|SFO//acl:relcl//8 .//MAD//punct//7
Vissa EG-relaterade frågor ;Skulle//VB|PRT|AKT//aux//24 det//DT|NEU|SIN|DEF//det//21 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//24 som//HP|-|-|-//nsubj:pass//23 utförts//VB|SUP|SFO//acl:relcl//21 anses//VB|PRS|SFO//conj//7 medföra//VB|INF|AKT//xcomp//24 att//SN//mark//30 en//DT|UTR|SIN|IND//det//29 ny//JJ|POS|UTR|SIN|IND|NOM//amod//29 produkt//NN|UTR|SIN|IND|NOM//nsubj:pass//30 skapats//VB|SUP|SFO//ccomp//25 (//PAD//punct//33 en//DT|UTR|SIN|IND//det//33 varuomsättning//NN|UTR|SIN|IND|NOM//obl:agent//30 )//PAD//punct//33 eller//KN//cc//38 skulle//VB|PRT|AKT//aux//38 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//38 anses//VB|INF|SFO//conj//7 utgöra//VB|INF|AKT//xcomp//38 en//DT|UTR|SIN|IND//det//41 tjänst//NN|UTR|SIN|IND|NOM//obj//39 (//PAD//punct//38 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//51 på//PP//case//45 varan//NN|UTR|SIN|DEF|NOM//nmod//43 )//PAD//punct//43 .//MAD//punct//43
Vissa EG-relaterade frågor ;En//DT|UTR|SIN|IND//det//50 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//50 skattesats//NN|UTR|SIN|IND|NOM//nsubj//51 gällde//VB|PRT|AKT//parataxis//38 för//PP//case//53 tillhandahållande//NN|NEU|SIN|IND|NOM//obl//51 av//PP//case//55 böcker//NN|UTR|PLU|IND|NOM//nmod//53 medan//SN//mark//58 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//58 gällde//VB|PRT|AKT//advcl//51 för//PP//case//60 tjänster//NN|UTR|PLU|IND|NOM//obl//58 .//MAD//punct//7
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//63 konstaterade//VB|PRT|AKT//parataxis//7 att//SN//mark//70 det//DT|NEU|SIN|DEF//det//66 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//70 som//HP|-|-|-//nsubj:pass//68 utförts//VB|SUP|SFO//acl:relcl//66 måste//VB|PRS|AKT//aux//70 anses//VB|INF|SFO//ccomp//63 utgöra//VB|INF|AKT//xcomp//70 omsättning//NN|UTR|SIN|IND|NOM//obj//71 av//PP//case//75 en//DT|UTR|SIN|IND//det//75 tjänst//NN|UTR|SIN|IND|NOM//nmod//72 .//MAD//punct//63
Vissa EG-relaterade frågor ;Om//SN//mark//80 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//80 hade//VB|PRT|AKT//aux//80 ansett//VB|SUP|AKT//advcl//63 att//SN//mark//88 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 som//HP|-|-|-//obj//85 uppdragstagaren//NN|UTR|SIN|DEF|NOM//nsubj//85 utfört//VB|SUP|AKT//acl:relcl//82 var//VB|PRT|AKT//cop//88 att//IE//mark//88 framställa//VB|INF|AKT//ccomp//80 en//DT|UTR|SIN|IND//det//91 ny//JJ|POS|UTR|SIN|IND|NOM//amod//91 vara//NN|UTR|SIN|IND|NOM//obj//88 (//PAD//punct//93 bok//NN|UTR|SIN|IND|NOM//appos//91 )//PAD//punct//93 hade//VB|PRT|AKT//aux//100 en//DT|UTR|SIN|IND//det//98 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//98 skattesats//NN|UTR|SIN|IND|NOM//nsubj:pass//100 kunnat//VB|SUP|AKT//aux//100 tillämpas//VB|INF|SFO//conj//63 .//MAD//punct//100
Vissa EG-relaterade frågor ;Genom//PP//mark//106 att//SN//mark//106 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//106 nu//AB//advmod//106 betraktades//VB|PRT|SFO//advcl//110 som//KN//case//109 en//DT|UTR|SIN|IND//det//109 tjänst//NN|UTR|SIN|IND|NOM//obl//106 blev//VB|PRT|AKT//advcl//121 konsekvensen//NN|UTR|SIN|DEF|NOM//xcomp//110 att//SN//mark//115 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//115 skulle//VB|PRT|AKT//aux//115 tas//VB|INF|SFO//ccomp//110 ut//PL//compound:prt//115 (//PAD//punct//121 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//121 kan//VB|PRS|AKT//aux//121 självfallet//AB|POS//advmod//121 bli//VB|INF|AKT//ROOT//121 det//DT|NEU|SIN|DEF//expl//121 omvända//PC|PRF|UTR/NEU|SIN|DEF|NOM//xcomp//121 om//SN//mark//127 tjänsten//NN|UTR|SIN|DEF|NOM//nsubj//127 är//VB|PRS|AKT//cop//127 lågbeskattad//PC|PRF|UTR|SIN|IND|NOM//advcl//121 medan//SN//mark//130 varan//NN|UTR|SIN|DEF|NOM//nsubj:pass//130 beskattas//VB|PRS|SFO//advcl//127 med//PP//case//132 normalskattesatsen//NN|UTR|SIN|DEF|NOM//obl//130 )//PAD//punct//121 .//MAD//punct//121
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//136 menade//VB|PRT|AKT//parataxis//121 att//SN//mark//142 en//DT|UTR|SIN|IND//det//140 ny//JJ|POS|UTR|SIN|IND|NOM//amod//140 vara//NN|UTR|SIN|IND|NOM//nsubj:pass//142 kan//VB|PRS|AKT//aux//142 anses//VB|INF|SFO//ccomp//136 vara//VB|INF|AKT//aux:pass//144 framställd//PC|PRF|UTR|SIN|IND|NOM//xcomp//142
Vissa EG-relaterade frågor ;först//AB//advmod//12 när//HA//mark//12 varan//NN|UTR|SIN|DEF|NOM//nsubj//12 som//HP|-|-|-//nsubj:pass//4 tillhandahålls//VB|PRS|SFO//acl:relcl//2 till//PP//case//7 sin//PS|UTR|SIN|DEF//nmod:poss//7 funktion//NN|UTR|SIN|IND|NOM//obl//4 enligt//PP//case//11 ett//DT|NEU|SIN|IND//det//11 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//11 synsätt//NN|NEU|SIN|IND|NOM//obl//12 utgör//VB|PRS|AKT//ROOT//12 en//DT|UTR|SIN|IND//det//15 annan//JJ|POS|UTR|SIN|IND|NOM//amod//15 produkt//NN|UTR|SIN|IND|NOM//nsubj//12 än//KN//mark//18 den//DT|UTR|SIN|DEF//det//18 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//12 .//MAD//punct//12
Vissa EG-relaterade frågor ;2.4//RG|NOM//nsubj:pass//2 Hur//HA//advmod//2 påverkas//VB|PRS|SFO//ROOT//2 avdragsrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 för//PP//case//6 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 moms//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//mark//15 att//SN//mark//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 skattesatser//NN|UTR|PLU|IND|NOM//nsubj:pass//15 respektive//AB//cc//12 undantag//NN|NEU|PLU|IND|NOM//conj//10 från//PP//case//14 beskattning//NN|UTR|SIN|IND|NOM//nmod//12 tillämpas//VB|INF|SFO//acl//3 ?//MAD//punct//2
Vissa EG-relaterade frågor ;Avdragsrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 för//PP//case//3 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 moms//NN|UTR|SIN|IND|NOM//nmod//0 styrs//VB|PRS|SFO//ROOT//4 också//AB//advmod//4 av//PP//mark//12 hur//HA//advmod//12 en//DT|UTR|SIN|IND//det//10 ett//DT|NEU|SIN|IND//det//10 företags//NN|NEU|SIN|IND|GEN//nmod:poss//11 transaktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//12 klassificeras//VB|PRS|SFO//advcl//4 .//MAD//punct//4
Vissa EG-relaterade frågor ;I//PP//case//1 ML//PM|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 om//PP//case//5 avdrag//NN|NEU|PLU|IND|NOM//nmod//3 för//PP//case//8 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 skatt//NN|UTR|SIN|IND|NOM//nmod//5 i//PP//case//11 första//RO|NOM//fixed//9 hand//NN|UTR|SIN|IND|NOM//nmod//8 i//PP//case//15 8//RG|NOM//nummod//14 kap.//NN|AN//nmod//15 Huvudregeln//NN|UTR|SIN|DEF|NOM//nmod//11 som//HP|-|-|-//nsubj//17 finns//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 8//RG|NOM//nummod//20 kap.//NN|AN//obl//17 3//RG|NOM//nummod//22 §//NN|AN//nmod//23 ML//PM|NOM//nmod//20 innebär//VB|PRS|AKT//advcl//2 att//SN//mark//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//30 som//HP|-|-|-//nsubj//29 är//VB|PRS|AKT//cop//29 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//26 har//VB|PRS|AKT//ccomp//24 rätt//PL//obj//30 att//IE//mark//33 göra//VB|INF|AKT//acl//31 avdrag//NN|NEU|SIN|IND|NOM//obj//33 för//PP//case//37 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 moms//NN|UTR|SIN|IND|NOM//obl//33 på//PP//case//39 förvärv//NN|NEU|SIN|IND|NOM//obl//33 eller//KN//cc//41 import//NN|UTR|SIN|IND|NOM//conj//39 för//PP//case//44 den//DT|UTR|SIN|DEF//det//44 verksamhet//NN|UTR|SIN|IND|NOM//obl//33 som//HP|-|-|-//nsubj//46 medför//VB|PRS|AKT//acl:relcl//44 skattskyldighet//NN|UTR|SIN|IND|NOM//obj//46 .//MAD//punct//2
